week_from,week_until,calendar_week,plz,population,ncumul_firstvacc,ncumul_secondvacc
2021-06-14,2021-06-20,24,8406,13621,5582,3043
2021-06-14,2021-06-20,24,8408,16314,6879,4307
2021-06-14,2021-06-20,24,8409,3194,1390,864
2021-06-14,2021-06-20,24,8412,983,431,287
2021-06-14,2021-06-20,24,8413,4712,2335,1527
2021-06-14,2021-06-20,24,8414,977,495,292
2021-06-14,2021-06-20,24,8415,577,294,188
2021-06-14,2021-06-20,24,8416,1423,658,424
2021-06-14,2021-06-20,24,8418,772,242,165
2021-06-14,2021-06-20,24,8421,777,369,250
2021-06-14,2021-06-20,24,8422,3877,1936,1330
2021-06-14,2021-06-20,24,8424,9396,4252,2730
2021-06-14,2021-06-20,24,8425,1091,554,376
2021-06-14,2021-06-20,24,8426,2414,1177,659
2021-06-14,2021-06-20,24,8427,4787,2117,1284
2021-06-14,2021-06-20,24,8428,456,231,152
2021-06-14,2021-06-20,24,8442,3141,1613,1089
2021-06-14,2021-06-20,24,8444,2231,1063,736
2021-06-14,2021-06-20,24,8447,1931,822,556
2021-06-14,2021-06-20,24,8450,2227,1004,648
2021-06-14,2021-06-20,24,8451,1417,625,383
2021-06-14,2021-06-20,24,8452,699,263,167
2021-06-14,2021-06-20,24,8453,282,151,101
2021-06-14,2021-06-20,24,8457,485,254,181
2021-06-14,2021-06-20,24,8458,657,313,203
2021-06-14,2021-06-20,24,8459,376,145,80
2021-06-14,2021-06-20,24,8460,1831,813,570
2021-06-14,2021-06-20,24,8461,376,156,112
2021-06-14,2021-06-20,24,8462,1309,702,537
2021-06-14,2021-06-20,24,8463,850,371,243
2021-06-14,2021-06-20,24,8464,86,35,22
2021-06-14,2021-06-20,24,8465,389,163,113
2021-06-14,2021-06-20,24,8466,674,264,205
2021-06-14,2021-06-20,24,8467,458,182,120
2021-06-14,2021-06-20,24,8468,649,236,170
2021-06-14,2021-06-20,24,8471,1034,468,315
2021-06-14,2021-06-20,24,8472,7417,4012,2894
2021-06-14,2021-06-20,24,8474,1680,744,493
2021-06-14,2021-06-20,24,8475,1661,738,467
2021-06-14,2021-06-20,24,8476,1007,351,250
2021-06-14,2021-06-20,24,8477,1122,483,392
2021-06-14,2021-06-20,24,8478,936,363,225
2021-06-14,2021-06-20,24,8479,697,286,189
2021-06-14,2021-06-20,24,8482,1719,517,275
2021-06-14,2021-06-20,24,8483,2967,1255,804
2021-06-14,2021-06-20,24,8484,3329,1559,1110
2021-06-14,2021-06-20,24,8486,1899,752,537
2021-06-14,2021-06-20,24,8487,1514,679,492
2021-06-14,2021-06-20,24,8488,4549,1854,1264
2021-06-14,2021-06-20,24,8489,980,401,253
2021-06-14,2021-06-20,24,8492,2077,899,621
2021-06-14,2021-06-20,24,8493,1628,610,416
2021-06-14,2021-06-20,24,8494,2895,1224,900
2021-06-14,2021-06-20,24,8495,149,40,23
2021-06-14,2021-06-20,24,8496,931,249,179
2021-06-14,2021-06-20,24,8497,790,247,181
2021-06-14,2021-06-20,24,8498,940,343,222
2021-06-14,2021-06-20,24,8499,376,135,102
2021-06-14,2021-06-20,24,8523,1084,279,174
2021-06-14,2021-06-20,24,8542,5007,2588,1823
2021-06-14,2021-06-20,24,8543,1096,388,262
2021-06-14,2021-06-20,24,8544,406,149,82
2021-06-14,2021-06-20,24,8545,2740,1224,843
2021-06-14,2021-06-20,24,8548,900,446,314
2021-06-14,2021-06-20,24,8600,27178,12908,7287
2021-06-14,2021-06-20,24,8602,2681,1410,984
2021-06-14,2021-06-20,24,8603,5170,2503,1486
2021-06-14,2021-06-20,24,8604,16897,7400,4477
2021-06-14,2021-06-20,24,8605,1731,887,538
2021-06-14,2021-06-20,24,8606,8166,4264,2705
2021-06-14,2021-06-20,24,8607,1458,671,445
2021-06-14,2021-06-20,24,8608,3783,1841,1241
2021-06-14,2021-06-20,24,8610,29607,15450,9362
2021-06-14,2021-06-20,24,8614,1632,793,515
2021-06-14,2021-06-20,24,8615,1371,745,499
2021-06-14,2021-06-20,24,8616,790,371,250
2021-06-14,2021-06-20,24,8617,3850,2035,1398
2021-06-14,2021-06-20,24,8618,4825,1984,1288
2021-06-14,2021-06-20,24,8620,16684,7596,4905
2021-06-14,2021-06-20,24,8623,8249,3328,2132
2021-06-14,2021-06-20,24,8624,2407,1101,761
2021-06-14,2021-06-20,24,8625,5270,2414,1633
2021-06-14,2021-06-20,24,8626,1307,476,315
2021-06-14,2021-06-20,24,8627,3621,1893,1364
2021-06-14,2021-06-20,24,8630,12207,5208,3445
2021-06-14,2021-06-20,24,8632,3905,1609,1072
2021-06-14,2021-06-20,24,8633,3532,1606,1049
2021-06-14,2021-06-20,24,8634,8260,3617,2391
2021-06-14,2021-06-20,24,8635,3657,1687,1135
2021-06-14,2021-06-20,24,8636,8096,3280,2120
2021-06-14,2021-06-20,24,8637,1979,661,431
2021-06-14,2021-06-20,24,8700,13733,8114,5498
2021-06-14,2021-06-20,24,8702,7857,4977,3437
2021-06-14,2021-06-20,24,8703,5593,3343,2226
2021-06-14,2021-06-20,24,8704,6426,3835,2595
2021-06-14,2021-06-20,24,8706,14245,8134,5306
2021-06-14,2021-06-20,24,8707,6186,3749,2562
2021-06-14,2021-06-20,24,8708,11322,6561,4485
2021-06-14,2021-06-20,24,8712,11491,6198,4261
2021-06-14,2021-06-20,24,8713,3177,1677,1178
2021-06-14,2021-06-20,24,8714,475,213,149
2021-06-14,2021-06-20,24,8800,15512,8349,5111
2021-06-14,2021-06-20,24,8802,8931,5165,3185
2021-06-14,2021-06-20,24,8803,6109,3344,2184
2021-06-14,2021-06-20,24,8804,6073,2549,1731
2021-06-14,2021-06-20,24,8805,10485,4740,3111
2021-06-14,2021-06-20,24,8810,20446,9752,6223
2021-06-14,2021-06-20,24,8815,346,122,93
2021-06-14,2021-06-20,24,8816,2138,896,634
2021-06-14,2021-06-20,24,8820,15751,7425,4937
2021-06-14,2021-06-20,24,8824,1821,750,546
2021-06-14,2021-06-20,24,8825,885,271,192
2021-06-14,2021-06-20,24,8833,3120,1199,847
2021-06-14,2021-06-20,24,8902,10020,4590,3047
2021-06-14,2021-06-20,24,8903,6722,3358,2224
2021-06-14,2021-06-20,24,8904,1667,852,537
2021-06-14,2021-06-20,24,8906,5555,2806,1764
2021-06-14,2021-06-20,24,8907,5200,2721,1780
2021-06-14,2021-06-20,24,8908,3769,1888,1218
2021-06-14,2021-06-20,24,8909,1322,483,302
2021-06-14,2021-06-20,24,8910,10967,4898,3238
2021-06-14,2021-06-20,24,8911,1123,415,275
2021-06-14,2021-06-20,24,8912,5689,2309,1522
2021-06-14,2021-06-20,24,8913,2580,1208,885
2021-06-14,2021-06-20,24,8914,1976,1005,718
2021-06-14,2021-06-20,24,8915,2752,1180,823
2021-06-14,2021-06-20,24,8925,960,416,266
2021-06-14,2021-06-20,24,8926,1221,412,236
2021-06-14,2021-06-20,24,8932,5189,2193,1403
2021-06-14,2021-06-20,24,8933,645,224,148
2021-06-14,2021-06-20,24,8934,2377,891,516
2021-06-14,2021-06-20,24,8942,4926,2812,1914
2021-06-14,2021-06-20,24,8951,3068,979,557
2021-06-14,2021-06-20,24,8952,18758,7999,4462
2021-06-14,2021-06-20,24,8953,27635,10453,6204
2021-06-14,2021-06-20,24,8954,3970,1869,1246
2021-06-14,2021-06-20,24,8955,2505,1210,836
2021-06-14,2021-06-20,24,andere Kantone,NA,6106,3280
2021-06-14,2021-06-20,24,Nachbarkantone,NA,22583,14375
2021-06-14,2021-06-20,24,unbekannt,NA,5591,3473
2021-06-14,2021-06-20,24,ZH aber ausserkantonal geimpft,NA,15499,11538
2021-06-21,2021-06-27,25,8001,5473,3849,2373
2021-06-21,2021-06-27,25,8002,9620,6158,3648
2021-06-21,2021-06-27,25,8003,20655,12098,5886
2021-06-21,2021-06-27,25,8004,27183,16356,7750
2021-06-21,2021-06-27,25,8005,15505,9846,5095
2021-06-21,2021-06-27,25,8006,18387,12328,7250
2021-06-21,2021-06-27,25,8008,16571,11271,6915
2021-06-21,2021-06-27,25,8032,18170,11884,7634
2021-06-21,2021-06-27,25,8037,16044,10057,5575
2021-06-21,2021-06-27,25,8038,17299,10087,6198
2021-06-21,2021-06-27,25,8041,7620,3880,2234
2021-06-21,2021-06-27,25,8044,10947,7196,4684
2021-06-21,2021-06-27,25,8045,11222,6235,3416
2021-06-21,2021-06-27,25,8046,25704,12835,7110
2021-06-21,2021-06-27,25,8047,20783,11771,6703
2021-06-21,2021-06-27,25,8048,29694,16225,8788
2021-06-21,2021-06-27,25,8049,23561,14475,8892
2021-06-21,2021-06-27,25,8050,28957,16783,8427
2021-06-21,2021-06-27,25,8051,23000,11066,6048
2021-06-21,2021-06-27,25,8052,20277,9871,5527
2021-06-21,2021-06-27,25,8053,11001,6964,4922
2021-06-21,2021-06-27,25,8055,20196,11186,6433
2021-06-21,2021-06-27,25,8057,21221,13147,7083
2021-06-21,2021-06-27,25,8064,3784,1775,971
2021-06-21,2021-06-27,25,8102,6717,3528,2224
2021-06-21,2021-06-27,25,8103,3895,2065,1363
2021-06-21,2021-06-27,25,8104,2675,1561,1108
2021-06-21,2021-06-27,25,8105,13633,6898,4525
2021-06-21,2021-06-27,25,8106,4807,1975,1141
2021-06-21,2021-06-27,25,8107,6583,3075,1869
2021-06-21,2021-06-27,25,8108,4174,1919,1177
2021-06-21,2021-06-27,25,8112,2957,1428,865
2021-06-21,2021-06-27,25,8113,1435,739,488
2021-06-21,2021-06-27,25,8114,1865,850,540
2021-06-21,2021-06-27,25,8115,953,451,292
2021-06-21,2021-06-27,25,8117,4564,2621,1604
2021-06-21,2021-06-27,25,8118,2083,1162,772
2021-06-21,2021-06-27,25,8121,1999,1048,700
2021-06-21,2021-06-27,25,8122,2231,1243,804
2021-06-21,2021-06-27,25,8123,2771,1697,1170
2021-06-21,2021-06-27,25,8124,2130,1298,897
2021-06-21,2021-06-27,25,8125,5209,3242,2354
2021-06-21,2021-06-27,25,8126,5475,3397,2359
2021-06-21,2021-06-27,25,8127,4094,2456,1786
2021-06-21,2021-06-27,25,8132,6883,3769,2596
2021-06-21,2021-06-27,25,8133,1915,1044,757
2021-06-21,2021-06-27,25,8134,18919,9858,6198
2021-06-21,2021-06-27,25,8135,7781,4108,2848
2021-06-21,2021-06-27,25,8136,2593,1359,970
2021-06-21,2021-06-27,25,8142,4661,2971,2122
2021-06-21,2021-06-27,25,8143,3768,2064,1393
2021-06-21,2021-06-27,25,8152,21091,9246,4799
2021-06-21,2021-06-27,25,8153,8204,3816,2247
2021-06-21,2021-06-27,25,8154,7205,2921,1619
2021-06-21,2021-06-27,25,8155,7163,3265,2084
2021-06-21,2021-06-27,25,8156,2152,1106,664
2021-06-21,2021-06-27,25,8157,5942,2925,1902
2021-06-21,2021-06-27,25,8158,467,249,163
2021-06-21,2021-06-27,25,8162,3608,1733,1057
2021-06-21,2021-06-27,25,8164,601,315,214
2021-06-21,2021-06-27,25,8165,3909,2075,1438
2021-06-21,2021-06-27,25,8166,3076,1555,1072
2021-06-21,2021-06-27,25,8172,4997,2280,1455
2021-06-21,2021-06-27,25,8173,3153,1818,1284
2021-06-21,2021-06-27,25,8174,1535,756,503
2021-06-21,2021-06-27,25,8175,755,395,261
2021-06-21,2021-06-27,25,8180,21389,10605,6592
2021-06-21,2021-06-27,25,8181,2875,1172,721
2021-06-21,2021-06-27,25,8182,1979,983,650
2021-06-21,2021-06-27,25,8184,4154,2077,1418
2021-06-21,2021-06-27,25,8185,4536,2656,1791
2021-06-21,2021-06-27,25,8187,1932,806,487
2021-06-21,2021-06-27,25,8192,5207,2436,1603
2021-06-21,2021-06-27,25,8193,5359,2784,1817
2021-06-21,2021-06-27,25,8194,1051,549,377
2021-06-21,2021-06-27,25,8195,560,302,213
2021-06-21,2021-06-27,25,8196,1468,698,475
2021-06-21,2021-06-27,25,8197,4659,2290,1558
2021-06-21,2021-06-27,25,8245,2530,1069,703
2021-06-21,2021-06-27,25,8246,1088,388,245
2021-06-21,2021-06-27,25,8247,1470,533,323
2021-06-21,2021-06-27,25,8248,1575,709,481
2021-06-21,2021-06-27,25,8302,20144,9540,5598
2021-06-21,2021-06-27,25,8303,11826,5993,3782
2021-06-21,2021-06-27,25,8304,16830,9205,5432
2021-06-21,2021-06-27,25,8305,7849,4136,2778
2021-06-21,2021-06-27,25,8306,5311,2531,1460
2021-06-21,2021-06-27,25,8307,12268,5518,3548
2021-06-21,2021-06-27,25,8308,4589,2386,1540
2021-06-21,2021-06-27,25,8309,5611,3049,2151
2021-06-21,2021-06-27,25,8310,1509,740,444
2021-06-21,2021-06-27,25,8311,2061,1180,799
2021-06-21,2021-06-27,25,8312,954,520,375
2021-06-21,2021-06-27,25,8314,349,187,117
2021-06-21,2021-06-27,25,8315,817,447,316
2021-06-21,2021-06-27,25,8317,2337,1043,701
2021-06-21,2021-06-27,25,8320,6443,3174,2013
2021-06-21,2021-06-27,25,8322,994,485,330
2021-06-21,2021-06-27,25,8330,11524,6038,4065
2021-06-21,2021-06-27,25,8331,610,303,222
2021-06-21,2021-06-27,25,8332,3384,1981,1493
2021-06-21,2021-06-27,25,8335,3640,1643,1036
2021-06-21,2021-06-27,25,8340,10306,4787,3242
2021-06-21,2021-06-27,25,8342,933,445,331
2021-06-21,2021-06-27,25,8344,3778,1640,1142
2021-06-21,2021-06-27,25,8345,1131,482,364
2021-06-21,2021-06-27,25,8352,3713,1834,1236
2021-06-21,2021-06-27,25,8353,4374,1893,1298
2021-06-21,2021-06-27,25,8354,500,156,91
2021-06-21,2021-06-27,25,8400,39632,22214,13672
2021-06-21,2021-06-27,25,8403,321,135,128
2021-06-21,2021-06-27,25,8404,20278,9487,5771
2021-06-21,2021-06-27,25,8405,18152,9309,6325
2021-06-21,2021-06-27,25,8406,13621,6252,3467
2021-06-21,2021-06-27,25,8408,16314,7533,4725
2021-06-21,2021-06-27,25,8409,3194,1525,949
2021-06-21,2021-06-27,25,8412,983,458,305
2021-06-21,2021-06-27,25,8413,4712,2470,1701
2021-06-21,2021-06-27,25,8414,977,534,315
2021-06-21,2021-06-27,25,8415,577,316,203
2021-06-21,2021-06-27,25,8416,1423,718,454
2021-06-21,2021-06-27,25,8418,772,267,176
2021-06-21,2021-06-27,25,8421,777,399,268
2021-06-21,2021-06-27,25,8422,3877,2078,1415
2021-06-21,2021-06-27,25,8424,9396,4605,2976
2021-06-21,2021-06-27,25,8425,1091,598,400
2021-06-21,2021-06-27,25,8426,2414,1303,776
2021-06-21,2021-06-27,25,8427,4787,2333,1388
2021-06-21,2021-06-27,25,8428,456,248,161
2021-06-21,2021-06-27,25,8442,3141,1726,1189
2021-06-21,2021-06-27,25,8444,2231,1163,777
2021-06-21,2021-06-27,25,8447,1931,891,590
2021-06-21,2021-06-27,25,8450,2227,1101,725
2021-06-21,2021-06-27,25,8451,1417,684,410
2021-06-21,2021-06-27,25,8452,699,299,174
2021-06-21,2021-06-27,25,8453,282,155,109
2021-06-21,2021-06-27,25,8457,485,274,198
2021-06-21,2021-06-27,25,8458,657,344,221
2021-06-21,2021-06-27,25,8459,376,158,88
2021-06-21,2021-06-27,25,8460,1831,901,605
2021-06-21,2021-06-27,25,8461,376,171,118
2021-06-21,2021-06-27,25,8462,1309,750,558
2021-06-21,2021-06-27,25,8463,850,389,254
2021-06-21,2021-06-27,25,8464,86,38,27
2021-06-21,2021-06-27,25,8465,389,174,116
2021-06-21,2021-06-27,25,8466,674,293,209
2021-06-21,2021-06-27,25,8467,458,202,126
2021-06-21,2021-06-27,25,8468,649,260,181
2021-06-21,2021-06-27,25,8471,1034,520,325
2021-06-21,2021-06-27,25,8472,7417,4268,3098
2021-06-21,2021-06-27,25,8474,1680,818,525
2021-06-21,2021-06-27,25,8475,1661,811,507
2021-06-21,2021-06-27,25,8476,1007,391,272
2021-06-21,2021-06-27,25,8477,1122,528,398
2021-06-21,2021-06-27,25,8478,936,405,242
2021-06-21,2021-06-27,25,8479,697,307,203
2021-06-21,2021-06-27,25,8482,1719,599,297
2021-06-21,2021-06-27,25,8483,2967,1379,860
2021-06-21,2021-06-27,25,8484,3329,1692,1170
2021-06-21,2021-06-27,25,8486,1899,833,560
2021-06-21,2021-06-27,25,8487,1514,753,519
2021-06-21,2021-06-27,25,8488,4549,1998,1331
2021-06-21,2021-06-27,25,8489,980,440,276
2021-06-21,2021-06-27,25,8492,2077,934,644
2021-06-21,2021-06-27,25,8493,1628,662,436
2021-06-21,2021-06-27,25,8494,2895,1310,961
2021-06-21,2021-06-27,25,8495,149,42,24
2021-06-21,2021-06-27,25,8496,931,284,190
2021-06-21,2021-06-27,25,8497,790,265,192
2021-06-21,2021-06-27,25,8498,940,374,246
2021-06-21,2021-06-27,25,8499,376,146,107
2021-06-21,2021-06-27,25,8523,1084,328,187
2021-06-21,2021-06-27,25,8542,5007,2779,1960
2021-06-21,2021-06-27,25,8543,1096,431,275
2021-06-21,2021-06-27,25,8544,406,172,94
2021-06-21,2021-06-27,25,8545,2740,1332,902
2021-06-21,2021-06-27,25,8548,900,485,337
2021-06-21,2021-06-27,25,8600,27178,14162,8132
2021-06-21,2021-06-27,25,8602,2681,1504,1057
2021-06-21,2021-06-27,25,8603,5170,2680,1643
2021-06-21,2021-06-27,25,8604,16897,8030,4897
2021-06-21,2021-06-27,25,8605,1731,957,607
2021-06-21,2021-06-27,25,8606,8166,4566,2938
2021-06-21,2021-06-27,25,8607,1458,715,489
2021-06-21,2021-06-27,25,8608,3783,1931,1371
2021-06-21,2021-06-27,25,8610,29607,16746,10233
2021-06-21,2021-06-27,25,8614,1632,833,565
2021-06-21,2021-06-27,25,8615,1371,793,551
2021-06-21,2021-06-27,25,8616,790,397,275
2021-06-21,2021-06-27,25,8617,3850,2171,1493
2021-06-21,2021-06-27,25,8618,4825,2212,1403
2021-06-21,2021-06-27,25,8620,16684,8228,5335
2021-06-21,2021-06-27,25,8623,8249,3588,2356
2021-06-21,2021-06-27,25,8624,2407,1158,841
2021-06-21,2021-06-27,25,8625,5270,2598,1740
2021-06-21,2021-06-27,25,8626,1307,513,348
2021-06-21,2021-06-27,25,8627,3621,1995,1441
2021-06-21,2021-06-27,25,8630,12207,5569,3737
2021-06-21,2021-06-27,25,8632,3905,1722,1168
2021-06-21,2021-06-27,25,8633,3532,1685,1190
2021-06-21,2021-06-27,25,8634,8260,3910,2600
2021-06-21,2021-06-27,25,8635,3657,1789,1231
2021-06-21,2021-06-27,25,8636,8096,3501,2334
2021-06-21,2021-06-27,25,8637,1979,703,470
2021-06-21,2021-06-27,25,8700,13733,8546,5999
2021-06-21,2021-06-27,25,8702,7857,5200,3750
2021-06-21,2021-06-27,25,8703,5593,3507,2467
2021-06-21,2021-06-27,25,8704,6426,4027,2833
2021-06-21,2021-06-27,25,8706,14245,8609,5858
2021-06-21,2021-06-27,25,8707,6186,3984,2770
2021-06-21,2021-06-27,25,8708,11322,6940,4913
2021-06-21,2021-06-27,25,8712,11491,6623,4633
2021-06-21,2021-06-27,25,8713,3177,1787,1268
2021-06-21,2021-06-27,25,8714,475,237,156
2021-06-21,2021-06-27,25,8800,15512,9004,5892
2021-06-21,2021-06-27,25,8802,8931,5448,3613
2021-06-21,2021-06-27,25,8803,6109,3570,2463
2021-06-21,2021-06-27,25,8804,6073,2790,1859
2021-06-21,2021-06-27,25,8805,10485,5120,3444
2021-06-21,2021-06-27,25,8810,20446,10688,7027
2021-06-21,2021-06-27,25,8815,346,134,99
2021-06-21,2021-06-27,25,8816,2138,993,683
2021-06-21,2021-06-27,25,8820,15751,8055,5424
2021-06-21,2021-06-27,25,8824,1821,806,582
2021-06-21,2021-06-27,25,8825,885,295,207
2021-06-21,2021-06-27,25,8833,3120,1305,929
2021-06-21,2021-06-27,25,8902,10020,5042,3299
2021-06-21,2021-06-27,25,8903,6722,3658,2401
2021-06-21,2021-06-27,25,8904,1667,935,600
2021-06-21,2021-06-27,25,8906,5555,3026,1987
2021-06-21,2021-06-27,25,8907,5200,2904,1986
2021-06-21,2021-06-27,25,8908,3769,2048,1333
2021-06-21,2021-06-27,25,8909,1322,537,326
2021-06-21,2021-06-27,25,8910,10967,5397,3536
2021-06-21,2021-06-27,25,8911,1123,460,301
2021-06-21,2021-06-27,25,8912,5689,2574,1668
2021-06-21,2021-06-27,25,8913,2580,1337,931
2021-06-21,2021-06-27,25,8914,1976,1083,769
2021-06-21,2021-06-27,25,8915,2752,1274,906
2021-06-21,2021-06-27,25,8925,960,448,299
2021-06-21,2021-06-27,25,8926,1221,468,268
2021-06-21,2021-06-27,25,8932,5189,2415,1556
2021-06-21,2021-06-27,25,8933,645,249,159
2021-06-21,2021-06-27,25,8934,2377,994,568
2021-06-21,2021-06-27,25,8942,4926,3007,2151
2021-06-21,2021-06-27,25,8951,3068,1135,606
2021-06-21,2021-06-27,25,8952,18758,9183,5031
2021-06-21,2021-06-27,25,8953,27635,11953,6827
2021-06-21,2021-06-27,25,8954,3970,2014,1318
2021-06-21,2021-06-27,25,8955,2505,1320,897
2021-06-21,2021-06-27,25,andere Kantone,NA,6592,3759
2021-06-21,2021-06-27,25,Nachbarkantone,NA,24019,16054
2021-06-21,2021-06-27,25,unbekannt,NA,6107,3788
2021-06-21,2021-06-27,25,ZH aber ausserkantonal geimpft,NA,15886,12362
2021-06-28,2021-07-04,26,8001,5473,3951,2716
2021-06-28,2021-07-04,26,8002,9620,6295,4308
2021-06-28,2021-07-04,26,8003,20655,12409,7414
2021-06-28,2021-07-04,26,8004,27183,16809,9749
2021-06-28,2021-07-04,26,8005,15505,10110,6382
2021-06-28,2021-07-04,26,8006,18387,12581,8793
2021-06-28,2021-07-04,26,8008,16571,11529,8050
2021-06-28,2021-07-04,26,8032,18170,12156,8786
2021-06-28,2021-07-04,26,8037,16044,10238,6760
2021-06-28,2021-07-04,26,8038,17299,10338,7081
2021-06-28,2021-07-04,26,8041,7620,4004,2599
2021-06-28,2021-07-04,26,8044,10947,7335,5383
2021-06-28,2021-07-04,26,8045,11222,6438,4067
2021-06-28,2021-07-04,26,8046,25704,13143,8399
2021-06-28,2021-07-04,26,8047,20783,12051,7863
2021-06-28,2021-07-04,26,8048,29694,16670,10398
2021-06-28,2021-07-04,26,8049,23561,14757,10349
2021-06-28,2021-07-04,26,8050,28957,17166,10680
2021-06-28,2021-07-04,26,8051,23000,11375,7047
2021-06-28,2021-07-04,26,8052,20277,10146,6420
2021-06-28,2021-07-04,26,8053,11001,7117,5448
2021-06-28,2021-07-04,26,8055,20196,11494,7489
2021-06-28,2021-07-04,26,8057,21221,13424,8833
2021-06-28,2021-07-04,26,8064,3784,1830,1106
2021-06-28,2021-07-04,26,8102,6717,3641,2440
2021-06-28,2021-07-04,26,8103,3895,2119,1478
2021-06-28,2021-07-04,26,8104,2675,1605,1187
2021-06-28,2021-07-04,26,8105,13633,7087,4938
2021-06-28,2021-07-04,26,8106,4807,2035,1265
2021-06-28,2021-07-04,26,8107,6583,3178,2019
2021-06-28,2021-07-04,26,8108,4174,1988,1292
2021-06-28,2021-07-04,26,8112,2957,1481,968
2021-06-28,2021-07-04,26,8113,1435,758,552
2021-06-28,2021-07-04,26,8114,1865,878,581
2021-06-28,2021-07-04,26,8115,953,467,322
2021-06-28,2021-07-04,26,8117,4564,2689,1894
2021-06-28,2021-07-04,26,8118,2083,1192,875
2021-06-28,2021-07-04,26,8121,1999,1079,754
2021-06-28,2021-07-04,26,8122,2231,1267,910
2021-06-28,2021-07-04,26,8123,2771,1729,1299
2021-06-28,2021-07-04,26,8124,2130,1320,1003
2021-06-28,2021-07-04,26,8125,5209,3313,2592
2021-06-28,2021-07-04,26,8126,5475,3489,2619
2021-06-28,2021-07-04,26,8127,4094,2515,1942
2021-06-28,2021-07-04,26,8132,6883,3841,2856
2021-06-28,2021-07-04,26,8133,1915,1073,812
2021-06-28,2021-07-04,26,8134,18919,10148,6844
2021-06-28,2021-07-04,26,8135,7781,4229,3068
2021-06-28,2021-07-04,26,8136,2593,1400,1045
2021-06-28,2021-07-04,26,8142,4661,3035,2290
2021-06-28,2021-07-04,26,8143,3768,2114,1519
2021-06-28,2021-07-04,26,8152,21091,9546,5758
2021-06-28,2021-07-04,26,8153,8204,3950,2553
2021-06-28,2021-07-04,26,8154,7205,3057,1854
2021-06-28,2021-07-04,26,8155,7163,3389,2278
2021-06-28,2021-07-04,26,8156,2152,1146,758
2021-06-28,2021-07-04,26,8157,5942,3044,2081
2021-06-28,2021-07-04,26,8158,467,259,179
2021-06-28,2021-07-04,26,8162,3608,1797,1209
2021-06-28,2021-07-04,26,8164,601,334,242
2021-06-28,2021-07-04,26,8165,3909,2142,1571
2021-06-28,2021-07-04,26,8166,3076,1607,1160
2021-06-28,2021-07-04,26,8172,4997,2371,1611
2021-06-28,2021-07-04,26,8173,3153,1866,1395
2021-06-28,2021-07-04,26,8174,1535,801,560
2021-06-28,2021-07-04,26,8175,755,409,288
2021-06-28,2021-07-04,26,8180,21389,11105,7410
2021-06-28,2021-07-04,26,8181,2875,1248,774
2021-06-28,2021-07-04,26,8182,1979,1034,721
2021-06-28,2021-07-04,26,8184,4154,2177,1554
2021-06-28,2021-07-04,26,8185,4536,2738,1971
2021-06-28,2021-07-04,26,8187,1932,847,550
2021-06-28,2021-07-04,26,8192,5207,2535,1743
2021-06-28,2021-07-04,26,8193,5359,2885,1996
2021-06-28,2021-07-04,26,8194,1051,572,402
2021-06-28,2021-07-04,26,8195,560,319,233
2021-06-28,2021-07-04,26,8196,1468,744,522
2021-06-28,2021-07-04,26,8197,4659,2382,1689
2021-06-28,2021-07-04,26,8245,2530,1085,787
2021-06-28,2021-07-04,26,8246,1088,395,274
2021-06-28,2021-07-04,26,8247,1470,550,362
2021-06-28,2021-07-04,26,8248,1575,721,520
2021-06-28,2021-07-04,26,8302,20144,9913,6253
2021-06-28,2021-07-04,26,8303,11826,6152,4316
2021-06-28,2021-07-04,26,8304,16830,9442,6281
2021-06-28,2021-07-04,26,8305,7849,4250,3106
2021-06-28,2021-07-04,26,8306,5311,2595,1644
2021-06-28,2021-07-04,26,8307,12268,5710,3878
2021-06-28,2021-07-04,26,8308,4589,2449,1723
2021-06-28,2021-07-04,26,8309,5611,3126,2314
2021-06-28,2021-07-04,26,8310,1509,762,489
2021-06-28,2021-07-04,26,8311,2061,1214,871
2021-06-28,2021-07-04,26,8312,954,527,397
2021-06-28,2021-07-04,26,8314,349,190,128
2021-06-28,2021-07-04,26,8315,817,459,341
2021-06-28,2021-07-04,26,8317,2337,1069,769
2021-06-28,2021-07-04,26,8320,6443,3227,2241
2021-06-28,2021-07-04,26,8322,994,490,377
2021-06-28,2021-07-04,26,8330,11524,6164,4551
2021-06-28,2021-07-04,26,8331,610,311,242
2021-06-28,2021-07-04,26,8332,3384,2015,1573
2021-06-28,2021-07-04,26,8335,3640,1669,1146
2021-06-28,2021-07-04,26,8340,10306,4873,3524
2021-06-28,2021-07-04,26,8342,933,449,359
2021-06-28,2021-07-04,26,8344,3778,1668,1221
2021-06-28,2021-07-04,26,8345,1131,494,379
2021-06-28,2021-07-04,26,8352,3713,1877,1354
2021-06-28,2021-07-04,26,8353,4374,1958,1389
2021-06-28,2021-07-04,26,8354,500,162,101
2021-06-28,2021-07-04,26,8400,39632,22941,15444
2021-06-28,2021-07-04,26,8403,321,136,130
2021-06-28,2021-07-04,26,8404,20278,9817,6445
2021-06-28,2021-07-04,26,8405,18152,9606,6872
2021-06-28,2021-07-04,26,8406,13621,6476,3965
2021-06-28,2021-07-04,26,8408,16314,7795,5203
2021-06-28,2021-07-04,26,8409,3194,1576,1059
2021-06-28,2021-07-04,26,8412,983,477,332
2021-06-28,2021-07-04,26,8413,4712,2534,1868
2021-06-28,2021-07-04,26,8414,977,552,352
2021-06-28,2021-07-04,26,8415,577,322,223
